,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_Hour,Arrival_Min,Dep_Hour,Dep_Min,Duration_total
5355,4,2,1,17h 20m,1.0,5,12373.0,9,5,2019,12,35,19,15,1040
5356,6,2,1,12h 10m,1.0,8,15135.0,3,3,2019,18,50,6,40,730
5357,4,2,1,13h 30m,2.0,8,13292.0,27,6,2019,19,0,5,30,810
5358,8,4,3,1h 30m,0.0,8,2017.0,6,6,2019,14,45,13,15,90
5359,4,2,1,22h,2.0,5,10919.0,12,6,2019,12,35,14,35,1320
5360,10,4,3,25h,1.0,8,12395.0,6,3,2019,22,55,21,55,1500
5361,8,1,4,2h 15m,0.0,7,3543.0,21,6,2019,12,0,9,45,135
5362,4,4,3,1h 30m,0.0,5,2228.0,6,5,2019,21,5,19,35,90
5363,1,2,1,23h 30m,2.0,8,8236.0,21,3,2019,19,15,19,45,1410
5364,0,2,1,13h 50m,1.0,8,11410.0,3,6,2019,6,35,16,45,830
5365,4,2,1,13h 30m,2.0,8,15129.0,21,5,2019,12,35,23,5,810
5366,2,3,0,2h 35m,0.0,8,3514.0,24,6,2019,17,55,15,20,155
5367,4,3,0,11h 30m,1.0,5,13469.0,6,6,2019,21,5,9,35,690
5368,3,0,2,3h,0.0,8,3943.0,9,4,2019,0,15,21,15,180
5369,10,0,5,2h 55m,0.0,8,7608.0,3,3,2019,0,5,21,10,175
5370,1,0,2,2h 45m,0.0,8,6961.0,27,5,2019,12,45,10,0,165
5371,6,2,1,9h 45m,1.0,8,12042.0,1,6,2019,19,0,9,15,585
5372,5,0,5,6h 40m,1.0,3,62427.0,1,3,2019,12,25,5,45,400
5373,1,0,5,10h 55m,2.0,8,9586.0,9,3,2019,21,25,10,30,655
5374,8,1,4,2h 15m,0.0,7,3543.0,1,6,2019,10,35,8,20,135
5375,4,2,1,27h 10m,2.0,8,13882.0,9,6,2019,12,35,9,25,1630
5376,4,3,0,7h 15m,1.0,8,8781.0,24,5,2019,17,35,10,20,435
5377,0,3,0,8h 20m,2.0,8,5192.0,12,6,2019,23,30,15,10,500
5378,3,2,1,15h 40m,1.0,8,6442.0,27,3,2019,22,20,6,40,940
5379,4,2,1,13h 45m,1.0,8,15554.0,6,5,2019,12,35,22,50,825
5380,4,3,0,21h 25m,1.0,5,10844.0,21,5,2019,16,20,18,55,1285
5381,3,4,3,1h 30m,0.0,8,2754.0,3,4,2019,13,30,12,0,90
5382,6,2,1,7h,1.0,8,14067.0,21,5,2019,21,0,14,0,420
5383,2,2,1,6h 10m,1.0,8,5140.0,27,4,2019,13,35,7,25,370
5384,3,2,1,14h 55m,1.0,8,8330.0,9,5,2019,1,30,10,35,895
5385,4,4,3,1h 30m,0.0,8,5678.0,3,3,2019,21,5,19,35,90
5386,4,0,5,19h 30m,1.0,5,11087.0,12,3,2019,18,25,22,55,1170
5387,2,0,5,2h 55m,0.0,8,18558.0,1,3,2019,23,50,20,55,175
5388,3,4,3,1h 30m,0.0,8,16000.0,1,3,2019,4,0,2,30,90
5389,8,0,2,2h 55m,0.0,7,3573.0,6,5,2019,0,5,21,10,175
5390,6,2,1,12h 40m,1.0,8,7670.0,15,5,2019,1,30,12,50,760
5391,4,2,1,19h 55m,2.0,8,12819.0,24,6,2019,19,0,23,5,1195
5392,10,0,2,2h 35m,0.0,8,4878.0,15,5,2019,19,35,17,0,155
5393,4,2,1,21h 35m,2.0,5,11507.0,27,6,2019,19,0,21,25,1295
5394,0,2,1,5h 30m,1.0,8,8759.0,6,6,2019,13,25,7,55,330
5395,4,2,1,25h 30m,1.0,5,10262.0,12,6,2019,19,0,17,30,1530
5396,1,2,1,26h 20m,2.0,8,10975.0,21,5,2019,9,25,7,5,1580
5397,4,2,1,9h 10m,1.0,5,10262.0,6,6,2019,4,25,19,15,550
5398,6,2,1,8h 10m,1.0,5,6007.0,27,6,2019,21,0,12,50,490
5399,3,1,4,2h 25m,0.0,8,3858.0,21,3,2019,14,0,11,35,145
5400,3,2,1,8h 10m,1.0,8,6412.0,27,6,2019,22,30,14,20,490
5401,1,3,0,2h 30m,0.0,8,6245.0,21,4,2019,16,45,14,15,150
5402,1,2,1,23h 30m,2.0,8,9968.0,9,6,2019,19,15,19,45,1410
5403,6,2,1,10h 40m,1.0,5,18260.0,9,3,2019,12,55,2,15,640
5404,3,0,5,2h 55m,0.0,8,8855.0,3,3,2019,21,20,18,25,175
5405,4,3,0,9h 50m,1.0,5,10844.0,24,5,2019,18,15,8,25,590
5406,8,1,4,2h 15m,0.0,8,3597.0,27,5,2019,10,35,8,20,135
5407,4,3,0,28h 5m,1.0,8,13067.0,6,5,2019,21,5,17,0,1685
5408,4,0,5,17h 50m,1.0,8,13817.0,12,3,2019,10,45,16,55,1070
5409,1,0,5,16h 30m,1.0,8,11602.0,12,3,2019,23,15,6,45,990
5410,4,3,0,25h 45m,1.0,8,13941.0,9,5,2019,18,15,16,30,1545
5411,4,3,0,22h 45m,1.0,8,14151.0,15,5,2019,19,10,20,25,1365
5412,3,0,2,2h 50m,0.0,8,3943.0,15,5,2019,6,50,4,0,170
5413,4,3,0,11h 45m,1.0,5,10844.0,12,5,2019,18,15,6,30,705
5414,8,4,3,1h 30m,0.0,8,2753.0,18,6,2019,7,15,5,45,90
5415,4,2,1,16h 45m,1.0,8,14714.0,12,6,2019,19,0,2,15,1005
5416,6,2,1,9h 5m,1.0,8,9646.0,18,5,2019,16,10,7,5,545
5417,4,2,1,5h 30m,1.0,8,15554.0,9,5,2019,12,35,7,5,330
5418,1,0,5,7h 15m,2.0,8,13261.0,18,3,2019,17,45,10,30,435
5419,4,0,5,17h 25m,1.0,5,11087.0,18,3,2019,5,5,11,40,1045
5420,4,2,1,13h 30m,2.0,5,11507.0,15,6,2019,19,0,5,30,810
5421,6,2,1,6h 30m,1.0,8,9424.0,9,5,2019,1,30,19,0,390
5422,2,0,2,2h 50m,0.0,8,4937.0,12,4,2019,14,30,11,40,170
5423,8,0,2,2h 55m,0.0,7,3257.0,6,6,2019,0,5,21,10,175
5424,3,0,2,2h 50m,0.0,8,4823.0,6,5,2019,11,20,8,30,170
5425,3,1,4,2h 20m,0.0,8,5277.0,12,5,2019,0,25,22,5,140
5426,8,3,0,2h 30m,0.0,8,3873.0,9,4,2019,19,40,17,10,150
5427,4,3,0,12h 10m,1.0,5,10844.0,24,5,2019,4,40,16,30,730
5428,6,2,1,8h 30m,1.0,8,7198.0,27,5,2019,1,30,17,0,510
5429,1,2,1,2h 50m,0.0,8,6094.0,15,5,2019,8,0,5,10,170
5430,3,0,2,2h 45m,0.0,8,3943.0,3,5,2019,8,50,6,5,165
5431,3,0,2,3h,0.0,8,3943.0,15,5,2019,0,15,21,15,180
5432,4,3,0,16h,1.0,8,12681.0,1,4,2019,12,0,20,0,960
5433,10,0,2,2h 35m,0.0,8,5613.0,15,4,2019,19,35,17,0,155
5434,8,3,0,2h 25m,0.0,8,3873.0,24,5,2019,11,25,9,0,145
5435,4,2,1,23h 35m,1.0,5,12898.0,27,5,2019,12,35,13,0,1415
5436,4,2,1,22h 55m,2.0,8,15129.0,9,5,2019,4,25,5,30,1375
5437,8,1,4,2h 15m,0.0,8,3911.0,9,5,2019,10,35,8,20,135
5438,3,2,1,3h 15m,0.0,8,6015.0,12,6,2019,0,20,21,5,195
5439,4,0,5,6h 5m,1.0,8,54826.0,1,3,2019,23,0,16,55,365
5440,3,2,1,5h 5m,1.0,8,5073.0,27,3,2019,1,35,20,30,305
5441,3,1,4,2h 20m,0.0,8,4326.0,21,3,2019,7,35,5,15,140
5442,1,2,1,26h 35m,2.0,8,9443.0,24,6,2019,19,15,16,40,1595
5443,4,4,3,1h 30m,0.0,8,8040.0,3,6,2019,11,50,10,20,90
5444,4,0,2,2h 45m,0.0,8,7229.0,3,4,2019,8,45,6,0,165
5445,3,0,2,2h 50m,0.0,8,3943.0,15,6,2019,15,50,13,0,170
5446,1,0,5,11h 25m,3.0,8,14195.0,6,3,2019,23,25,12,0,685
5447,4,2,1,18h 50m,2.0,8,13292.0,15,6,2019,4,25,9,35,1130
5448,3,3,0,2h 35m,0.0,8,4174.0,3,4,2019,14,5,11,30,155
5449,4,0,5,14h 20m,1.0,8,16736.0,6,3,2019,21,20,7,0,860
5450,4,0,2,2h 45m,0.0,5,5198.0,12,5,2019,8,45,6,0,165
5451,6,2,1,12h 10m,1.0,8,15058.0,3,6,2019,19,15,7,5,730
5452,3,2,1,5h,1.0,8,5073.0,3,4,2019,15,35,10,35,300
5453,6,2,1,11h,1.0,8,10197.0,15,5,2019,19,0,8,0,660
5454,8,1,4,2h 20m,0.0,7,3543.0,27,6,2019,20,5,17,45,140
5455,4,0,2,3h,0.0,5,7229.0,27,6,2019,20,45,17,45,180
5456,1,2,1,19h 40m,2.0,8,10966.0,1,6,2019,7,40,12,0,1180
5457,4,3,0,9h 30m,1.0,5,11134.0,24,3,2019,23,25,13,55,570
5458,0,3,0,2h 30m,0.0,8,3807.0,6,4,2019,1,20,22,50,150
5459,1,0,2,2h 50m,0.0,8,5228.0,6,5,2019,16,10,13,20,170
5460,3,1,4,2h 20m,0.0,8,3597.0,12,6,2019,17,5,14,45,140
5461,0,0,2,2h 45m,0.0,8,4483.0,18,5,2019,13,55,11,10,165
5462,4,2,1,16h 55m,1.0,5,10262.0,24,6,2019,4,25,11,30,1015
5463,8,2,1,4h 30m,1.0,7,5158.0,6,6,2019,13,15,8,45,270
5464,1,0,5,25h 20m,1.0,8,6010.0,21,3,2019,23,20,22,0,1520
5465,4,2,1,22h,2.0,8,13376.0,12,6,2019,12,35,14,35,1320
5466,4,2,1,22h 45m,2.0,8,11543.0,21,3,2019,4,25,5,40,1365
5467,6,2,1,9h 20m,1.0,5,15342.0,6,3,2019,19,15,9,55,560
5468,8,0,5,2h 55m,0.0,8,6309.0,15,3,2019,12,30,9,35,175
5469,10,0,2,2h 45m,0.0,8,5823.0,24,5,2019,22,15,19,30,165
5470,10,0,5,2h 40m,0.0,8,5403.0,24,3,2019,14,10,11,30,160
5471,8,3,0,2h 35m,0.0,8,3873.0,1,6,2019,9,30,6,55,155
5472,4,2,1,21h 10m,1.0,5,12898.0,27,5,2019,19,0,21,50,1270
5473,3,2,1,8h 20m,1.0,8,6979.0,15,5,2019,1,30,17,10,500
5474,1,3,0,23h 30m,2.0,8,13437.0,12,5,2019,16,15,16,45,1410
5475,4,2,1,16h 55m,1.0,5,6017.0,27,3,2019,4,25,11,30,1015
5476,4,2,1,5h 30m,1.0,5,14053.0,21,3,2019,12,35,7,5,330
5477,3,1,4,2h 25m,0.0,8,7295.0,6,3,2019,14,0,11,35,145
5478,4,3,0,24h 55m,1.0,8,13044.0,12,6,2019,19,50,18,55,1495
5479,4,0,2,2h 55m,0.0,5,4030.0,3,5,2019,14,5,11,10,175
5480,1,0,5,27h 5m,2.0,8,13942.0,6,3,2019,11,20,8,15,1625
5481,4,3,0,11h 45m,1.0,8,14781.0,12,5,2019,18,15,6,30,705
5482,8,0,5,2h 50m,0.0,8,3579.0,24,3,2019,8,35,5,45,170
5483,1,2,1,21h 15m,2.0,8,10231.0,27,5,2019,19,15,22,0,1275
5484,3,2,1,5h 20m,1.0,8,5530.0,27,5,2019,12,10,6,50,320
5485,4,3,0,5h 45m,1.0,5,10844.0,12,5,2019,19,50,14,5,345
5486,1,2,1,11h 15m,1.0,8,8372.0,6,6,2019,19,15,8,0,675
5487,4,2,1,12h 55m,1.0,8,16289.0,9,3,2019,19,45,6,50,775
5488,1,2,1,21h 15m,2.0,8,11701.0,6,5,2019,19,15,22,0,1275
5489,7,2,1,9h 30m,1.0,8,11269.0,21,3,2019,15,30,6,0,570
5490,6,2,1,12h 30m,1.0,8,9385.0,18,5,2019,1,30,13,0,750
5491,4,3,0,6h 35m,1.0,8,14151.0,24,5,2019,23,35,17,0,395
5492,4,0,2,3h,0.0,5,4544.0,9,4,2019,11,20,8,20,180
5493,4,0,5,14h 10m,1.0,5,11087.0,12,3,2019,10,45,20,35,850
5494,3,3,0,2h 35m,0.0,8,5224.0,3,6,2019,7,15,4,40,155
5495,3,3,0,2h 35m,0.0,8,4804.0,27,6,2019,12,10,9,35,155
5496,1,4,3,14h 40m,1.0,8,6901.0,12,3,2019,20,35,5,55,880
5497,6,2,1,7h 45m,1.0,5,5999.0,21,3,2019,22,20,14,35,465
5498,10,0,2,2h 50m,0.0,8,5403.0,9,4,2019,23,50,21,0,170
5499,4,2,1,13h 30m,2.0,8,13014.0,12,6,2019,19,0,5,30,810
5500,4,4,3,1h 25m,0.0,5,4995.0,6,5,2019,8,30,7,5,85
5501,4,3,0,25h 45m,1.0,8,13941.0,21,5,2019,8,15,6,30,1545
5502,4,2,1,21h 35m,2.0,5,11507.0,3,6,2019,19,0,21,25,1295
5503,6,2,1,11h,1.0,8,12192.0,15,6,2019,19,0,8,0,660
5504,6,2,1,7h 30m,1.0,8,7198.0,27,5,2019,1,30,18,0,450
5505,3,2,1,3h 15m,0.0,8,5000.0,21,6,2019,17,40,14,25,195
5506,8,3,0,2h 35m,0.0,7,3841.0,3,4,2019,9,30,6,55,155
5507,4,2,1,5h 50m,1.0,8,12347.0,21,3,2019,18,50,13,0,350
5508,10,1,4,2h 20m,0.0,8,11982.0,15,6,2019,20,5,17,45,140
5509,4,2,1,22h 55m,2.0,5,13029.0,9,5,2019,4,25,5,30,1375
5510,4,0,5,11h 40m,1.0,8,16736.0,6,3,2019,8,15,20,35,700
5511,3,3,0,2h 35m,0.0,8,4174.0,15,4,2019,19,50,17,15,155
5512,8,3,0,2h 25m,0.0,7,3841.0,27,6,2019,11,25,9,0,145
5513,4,2,1,24h,1.0,8,17024.0,6,3,2019,19,45,19,45,1440
5514,3,0,2,3h,0.0,8,3943.0,24,5,2019,0,15,21,15,180
5515,3,2,1,10h 35m,1.0,8,6442.0,3,6,2019,22,30,11,55,635
5516,1,2,1,36h 10m,2.0,8,11762.0,9,3,2019,19,15,7,5,2170
5517,8,3,0,2h 25m,0.0,8,4174.0,24,4,2019,11,25,9,0,145
5518,3,3,0,2h 35m,0.0,8,4804.0,18,6,2019,7,15,4,40,155
5519,6,2,1,11h 30m,1.0,8,13377.0,6,6,2019,1,30,14,0,690
5520,4,0,2,2h 55m,0.0,8,7229.0,1,4,2019,14,5,11,10,175
5521,3,0,5,2h 50m,0.0,8,8855.0,15,3,2019,1,10,22,20,170
5522,6,2,1,8h 55m,1.0,8,7741.0,27,6,2019,19,15,10,20,535
5523,4,0,5,5h 15m,1.0,8,22270.0,1,3,2019,13,15,8,0,315
5524,6,2,1,12h 15m,1.0,8,7740.0,3,6,2019,21,0,8,45,735
5525,1,3,0,26h 40m,2.0,8,14960.0,9,6,2019,12,30,9,50,1600
5526,4,2,1,8h 55m,1.0,8,12032.0,27,3,2019,18,50,9,55,535
5527,1,4,3,1h 20m,0.0,8,5462.0,6,3,2019,22,25,21,5,80
5528,4,2,1,23h 5m,1.0,8,12347.0,21,3,2019,18,50,19,45,1385
5529,1,1,4,2h 15m,0.0,8,3145.0,27,3,2019,13,55,11,40,135
5530,4,0,5,8h 40m,1.0,5,7832.0,21,3,2019,20,20,11,40,520
5531,3,3,0,2h 30m,0.0,8,4804.0,21,6,2019,17,45,15,15,150
5532,3,2,1,5h 5m,1.0,8,10482.0,9,3,2019,7,10,2,5,305
5533,4,2,1,16h 55m,1.0,5,12373.0,18,5,2019,4,25,11,30,1015
5534,6,2,1,15h 15m,1.0,8,10478.0,3,3,2019,22,20,7,5,915
5535,4,2,1,18h 45m,2.0,5,13029.0,18,5,2019,4,25,9,40,1125
5536,1,2,1,20h 55m,1.0,8,6482.0,21,3,2019,9,25,12,30,1255
5537,4,2,1,10h,1.0,8,15554.0,18,5,2019,19,0,9,0,600
5538,6,2,1,10h 15m,1.0,8,11789.0,12,6,2019,19,0,8,45,615
5539,3,3,0,5h 40m,1.0,8,9413.0,24,3,2019,20,10,14,30,340
5540,1,3,0,28h 20m,1.0,8,7662.0,9,6,2019,21,5,16,45,1700
5541,6,2,1,6h 30m,1.0,8,7888.0,21,5,2019,1,30,19,0,390
5542,0,3,0,15h 55m,1.0,8,5192.0,15,5,2019,23,30,7,35,955
5543,6,2,1,10h 40m,1.0,5,6007.0,24,6,2019,21,0,10,20,640
5544,4,2,1,26h 35m,1.0,5,12898.0,27,5,2019,12,35,10,0,1595
5545,1,0,5,25h 45m,2.0,8,11885.0,18,3,2019,10,35,8,50,1545
5546,10,3,0,5h 55m,1.0,8,14360.0,24,3,2019,22,55,17,0,355
5547,1,3,0,19h 45m,2.0,8,14330.0,12,5,2019,12,30,16,45,1185
5548,6,2,1,9h 15m,1.0,8,6076.0,27,3,2019,22,20,13,5,555
5549,8,3,0,2h 40m,0.0,8,4622.0,1,3,2019,9,35,6,55,160
5550,4,3,0,11h 5m,1.0,8,14388.0,9,5,2019,8,15,21,10,665
5551,6,2,1,10h 15m,1.0,8,9794.0,21,5,2019,19,0,8,45,615
5552,3,3,0,2h 30m,0.0,8,4804.0,3,6,2019,17,45,15,15,150
5553,4,3,0,7h 30m,1.0,5,9663.0,9,5,2019,4,40,21,10,450
5554,2,2,1,6h 10m,1.0,8,5842.0,9,5,2019,13,35,7,25,370
5555,6,2,1,8h 30m,1.0,8,15603.0,3,3,2019,15,30,7,0,510
5556,3,3,0,2h 45m,0.0,8,5618.0,3,3,2019,0,55,22,10,165
5557,3,3,0,2h 35m,0.0,8,6565.0,3,3,2019,16,55,14,20,155
5558,8,2,1,4h 55m,1.0,8,5221.0,15,4,2019,22,50,17,55,295
5559,4,2,1,9h 20m,2.0,5,10368.0,27,6,2019,19,0,9,40,560
5560,1,2,1,12h 45m,1.0,8,7480.0,24,6,2019,9,25,20,40,765
5561,4,2,1,24h 50m,2.0,8,13882.0,12,6,2019,12,35,11,45,1490
5562,3,2,1,9h 20m,1.0,8,6442.0,24,6,2019,16,10,6,50,560
5563,3,0,2,2h 55m,0.0,8,4823.0,24,6,2019,10,5,7,10,175
5564,8,3,0,2h 30m,0.0,8,3873.0,21,5,2019,19,40,17,10,150
5565,4,3,0,17h 55m,1.0,8,12121.0,1,5,2019,10,55,17,0,1075
5566,3,0,2,2h 50m,0.0,8,4423.0,27,4,2019,13,0,10,10,170
5567,1,3,0,2h 30m,0.0,8,5510.0,24,6,2019,16,45,14,15,150
5568,4,0,2,3h,0.0,8,7229.0,6,4,2019,11,20,8,20,180
5569,4,2,1,16h 50m,1.0,5,10577.0,9,6,2019,12,35,19,45,1010
5570,4,4,3,1h 30m,0.0,8,8040.0,27,3,2019,11,50,10,20,90
5571,4,2,1,6h,1.0,8,14714.0,3,6,2019,19,0,13,0,360
5572,4,0,2,2h 45m,0.0,5,7229.0,9,6,2019,8,45,6,0,165
5573,6,2,1,14h 15m,2.0,8,6653.0,21,3,2019,21,20,7,5,855
5574,3,2,1,11h 5m,1.0,8,6442.0,24,6,2019,16,10,5,5,665
5575,3,3,0,2h 40m,0.0,8,4804.0,12,5,2019,0,5,21,25,160
5576,1,2,1,20h 10m,2.0,8,9417.0,9,5,2019,9,25,13,15,1210
5577,4,3,0,24h 55m,1.0,5,10844.0,24,5,2019,19,50,18,55,1495
5578,4,0,2,3h,0.0,8,7229.0,12,5,2019,20,45,17,45,180
5579,4,2,1,9h 50m,1.0,5,15400.0,6,3,2019,18,50,9,0,590
5580,3,2,1,12h 30m,1.0,8,6416.0,15,6,2019,21,0,8,30,750
5581,1,0,2,2h 50m,0.0,8,5176.0,3,4,2019,16,10,13,20,170
5582,3,2,1,9h 35m,1.0,8,9264.0,21,3,2019,1,35,16,0,575
5583,6,2,1,12h,1.0,8,13587.0,6,6,2019,21,0,9,0,720
5584,8,1,4,2h 15m,0.0,8,3597.0,1,5,2019,10,35,8,20,135
5585,0,0,2,2h 50m,0.0,8,4282.0,27,4,2019,7,45,4,55,170
5586,4,4,3,1h 25m,0.0,5,4995.0,27,6,2019,8,30,7,5,85
5587,3,3,0,2h 35m,0.0,8,4804.0,1,6,2019,22,55,20,20,155
5588,4,3,0,9h 50m,1.0,5,10844.0,6,5,2019,16,20,6,30,590
5589,4,2,1,14h 45m,1.0,8,14714.0,1,6,2019,12,35,21,50,885
5590,4,3,0,12h 10m,1.0,8,14571.0,6,6,2019,9,20,21,10,730
5591,4,0,5,23h 45m,1.0,5,7832.0,21,3,2019,11,25,11,40,1425
5592,4,3,0,21h 35m,1.0,8,11467.0,1,4,2019,18,0,20,25,1295
5593,4,3,0,17h 55m,1.0,8,10953.0,9,5,2019,10,55,17,0,1075
5594,3,3,0,2h 40m,0.0,8,4148.0,9,3,2019,23,5,20,25,160
5595,8,3,0,2h 25m,0.0,8,3873.0,9,5,2019,11,25,9,0,145
5596,3,0,2,2h 50m,0.0,8,3943.0,27,4,2019,1,0,22,10,170
5597,0,2,1,5h 30m,1.0,8,6151.0,27,3,2019,22,15,16,45,330
5598,10,4,3,14h 10m,1.0,8,12080.0,12,3,2019,22,55,8,45,850
5599,4,3,0,14h 5m,1.0,8,13584.0,9,5,2019,10,5,20,0,845
5600,3,2,1,14h 5m,1.0,8,6979.0,6,5,2019,1,30,11,25,845
5601,0,0,5,2h 45m,0.0,8,4482.0,9,3,2019,2,10,23,25,165
5602,3,3,0,5h 25m,1.0,8,6284.0,1,4,2019,23,30,18,5,325
5603,3,3,0,3h 40m,1.0,8,4226.0,24,5,2019,23,15,19,35,220
5604,3,2,1,9h 30m,1.0,8,6442.0,9,3,2019,16,10,6,40,570
5605,4,2,1,8h 40m,1.0,5,12373.0,18,5,2019,4,25,19,45,520
5606,4,0,5,9h 10m,1.0,8,11297.0,12,3,2019,15,0,5,50,550
5607,1,3,0,15h 20m,2.0,8,14083.0,24,5,2019,1,20,10,0,920
5608,4,2,1,3h 15m,0.0,5,7202.0,3,6,2019,14,15,11,0,195
5609,6,2,1,9h 50m,1.0,8,11667.0,21,3,2019,18,50,9,0,590
5610,4,3,0,23h 20m,1.0,5,10844.0,24,5,2019,18,15,18,55,1400
5611,1,0,5,21h 5m,1.0,8,5932.0,15,3,2019,8,55,11,50,1265
5612,6,2,1,10h 30m,1.0,8,9001.0,24,6,2019,19,15,8,45,630
5613,4,3,0,6h 35m,1.0,5,13469.0,6,6,2019,23,35,17,0,395
5614,3,4,3,1h 30m,0.0,8,2227.0,15,6,2019,22,50,21,20,90
5615,3,2,1,5h 15m,1.0,8,5636.0,15,5,2019,12,30,7,15,315
5616,6,2,1,10h 25m,2.0,8,15965.0,6,6,2019,1,30,15,5,625
5617,3,2,1,5h 5m,1.0,8,5054.0,24,6,2019,1,30,20,25,305
5618,6,2,1,9h,1.0,5,5999.0,21,3,2019,16,10,7,10,540
5619,3,0,2,2h 55m,0.0,8,4823.0,1,5,2019,10,5,7,10,175
5620,8,3,0,7h 15m,1.0,8,8479.0,12,6,2019,18,50,11,35,435
5621,10,3,0,15h 30m,1.0,8,8452.0,15,5,2019,22,40,7,10,930
5622,4,2,1,11h,1.0,8,14924.0,3,6,2019,19,0,8,0,660
5623,1,2,1,23h 30m,2.0,8,10441.0,3,6,2019,19,15,19,45,1410
5624,6,2,1,15h,1.0,8,7485.0,21,5,2019,21,0,6,0,900
5625,4,0,2,3h,0.0,5,6478.0,6,6,2019,11,20,8,20,180
5626,4,2,1,29h 35m,2.0,8,15129.0,27,5,2019,19,0,13,25,1775
5627,3,3,0,4h 25m,1.0,8,3809.0,1,5,2019,23,45,19,20,265
5628,4,2,1,11h,1.0,0,18581.0,24,6,2019,19,0,8,0,660
5629,3,3,0,2h 35m,0.0,8,5224.0,9,6,2019,0,50,22,15,155
5630,3,2,1,8h 20m,1.0,8,8330.0,9,5,2019,1,30,17,10,500
5631,1,0,2,2h 45m,0.0,8,6961.0,9,6,2019,12,45,10,0,165
5632,4,2,1,11h,1.0,5,10262.0,9,6,2019,19,0,8,0,660
5633,3,4,3,1h 30m,0.0,8,2754.0,21,6,2019,4,5,2,35,90
5634,6,2,1,10h 30m,1.0,8,13727.0,18,5,2019,1,30,15,0,630
5635,2,0,2,2h 45m,0.0,8,3898.0,27,4,2019,23,40,20,55,165
5636,4,0,5,13h 30m,1.0,5,11087.0,12,3,2019,12,25,22,55,810
5637,0,0,2,2h 50m,0.0,8,3383.0,6,4,2019,2,45,23,55,170
5638,4,2,1,25h 20m,1.0,8,12557.0,21,3,2019,18,50,17,30,1520
5639,4,2,1,22h 5m,2.0,5,8273.0,21,3,2019,4,25,6,20,1325
5640,1,4,3,9h 5m,2.0,8,9736.0,12,3,2019,19,10,10,5,545
5641,4,2,1,25h 30m,1.0,5,10262.0,24,6,2019,19,0,17,30,1530
5642,4,2,1,13h 30m,2.0,8,11664.0,9,4,2019,19,0,5,30,810
5643,3,0,2,2h 50m,0.0,8,4591.0,1,5,2019,2,20,23,30,170
5644,4,0,5,5h 5m,1.0,5,13502.0,18,3,2019,19,10,14,5,305
5645,1,2,1,6h 15m,1.0,8,8372.0,27,6,2019,19,15,13,0,375
5646,1,0,2,2h 45m,0.0,8,6121.0,21,4,2019,8,55,6,10,165
5647,10,0,5,2h 35m,0.0,8,5613.0,21,3,2019,18,35,16,0,155
5648,3,2,1,5h 20m,1.0,8,5298.0,6,4,2019,12,10,6,50,320
5649,4,2,1,17h 30m,1.0,8,15764.0,9,3,2019,19,45,2,15,1050
5650,0,2,1,14h 30m,1.0,8,6253.0,15,6,2019,22,25,7,55,870
5651,4,3,0,6h 15m,1.0,5,8586.0,18,5,2019,12,0,5,45,375
5652,4,2,1,22h 5m,2.0,8,12273.0,27,3,2019,4,25,6,20,1325
5653,3,4,3,1h 30m,0.0,8,2227.0,15,5,2019,22,50,21,20,90
5654,4,0,2,3h,0.0,5,5769.0,12,6,2019,22,50,19,50,180
5655,10,2,1,3h 10m,0.0,8,6216.0,18,4,2019,17,50,14,40,190
5656,3,2,1,5h 45m,1.0,8,6386.0,3,6,2019,7,45,2,0,345
5657,6,2,1,9h 15m,1.0,8,16108.0,1,6,2019,19,15,10,0,555
5658,8,3,0,2h 20m,0.0,8,3873.0,24,5,2019,0,40,22,20,140
5659,3,2,1,14h 55m,1.0,8,6270.0,9,4,2019,1,30,10,35,895
5660,1,0,2,2h 50m,0.0,8,5911.0,12,4,2019,23,55,21,5,170
5661,6,2,1,10h 5m,1.0,8,15077.0,6,3,2019,19,15,9,10,605
5662,4,0,5,14h 50m,1.0,8,31825.0,1,3,2019,11,25,20,35,890
5663,8,3,0,7h 15m,1.0,8,8479.0,6,5,2019,18,50,11,35,435
5664,10,3,0,25h 55m,1.0,8,9397.0,12,5,2019,9,5,7,10,1555
5665,4,2,1,27h 35m,1.0,5,10262.0,3,6,2019,12,35,9,0,1655
5666,3,2,1,3h 15m,0.0,8,4729.0,3,4,2019,8,50,5,35,195
5667,4,2,1,25h 30m,1.0,8,14714.0,1,6,2019,19,0,17,30,1530
5668,3,3,0,2h 35m,0.0,8,4804.0,15,5,2019,19,50,17,15,155
5669,3,3,0,2h 45m,0.0,8,4804.0,3,6,2019,23,10,20,25,165
5670,1,4,3,1h 20m,0.0,8,2050.0,1,4,2019,22,25,21,5,80
5671,6,2,1,11h 45m,1.0,8,8371.0,27,3,2019,19,15,7,30,705
5672,6,2,1,9h,1.0,8,12192.0,27,6,2019,19,0,10,0,540
5673,7,2,1,12h 50m,1.0,8,14629.0,21,3,2019,18,50,6,0,770
5674,3,0,2,2h 55m,0.0,8,4823.0,9,4,2019,21,20,18,25,175
5675,6,2,1,6h 15m,1.0,8,14323.0,9,5,2019,19,15,13,0,375
5676,4,2,1,23h 10m,2.0,8,15129.0,9,5,2019,12,35,13,25,1390
5677,3,2,1,14h 20m,1.0,8,6758.0,18,5,2019,21,0,6,40,860
5678,6,2,1,10h 15m,1.0,8,14848.0,21,5,2019,19,15,9,0,615
